Highlight,Unnamed: 1,In Stathead
"Career high, Points",55.0,View full stats from top 20 games
"Career high, Rebounds",18.0,View full stats from top 20 games
"Career high, Assists",16.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",7.0,View full stats from top 20 games
"Career high, Game Score",44.3,View full stats from top 20 games
Triple-Doubles,18.0,View all
