"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2009-10,21,OKC,NBA,SF,6.0,6.0,231.0,0.35,0.375,0.286,0.39,0.871,0.499,0.504,0.285,76.0,76.0,81.0,78.0,115.0,92.0,168.0,128.0,
2010-11,22,OKC,NBA,SF,17.0,17.0,722.0,0.449,0.5,0.339,0.503,0.838,0.582,0.484,0.316,98.0,103.0,95.0,101.0,110.0,107.0,161.0,142.0,
2011-12,23,OKC,NBA,SF,20.0,20.0,837.0,0.517,0.575,0.373,0.57,0.864,0.632,0.402,0.287,115.0,121.0,107.0,117.0,115.0,120.0,146.0,127.0,
2012-13,24,OKC,NBA,SF,11.0,11.0,485.0,0.455,0.511,0.314,0.5,0.83,0.574,0.455,0.285,101.0,106.0,88.0,101.0,110.0,107.0,168.0,117.0,
2013-14,25,OKC,NBA,SF,19.0,19.0,815.0,0.46,0.508,0.344,0.511,0.81,0.57,0.386,0.296,101.0,104.0,96.0,102.0,107.0,105.0,136.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,27,OKC,NBA,SF,18.0,18.0,726.0,0.43,0.485,0.282,0.468,0.89,0.542,0.359,0.27,95.0,99.0,80.0,93.0,118.0,100.0,130.0,95.0,
2016-17,28,GSW,NBA,PF,15.0,15.0,533.0,0.556,0.61,0.442,0.627,0.893,0.683,0.384,0.321,122.0,121.0,124.0,122.0,116.0,124.0,142.0,102.0,Finals MVP-1
2017-18,29,GSW,NBA,SF,21.0,21.0,807.0,0.487,0.556,0.341,0.541,0.901,0.606,0.349,0.317,106.0,109.0,94.0,104.0,118.0,109.0,139.0,94.0,Finals MVP-1
2018-19,30,GSW,NBA,SF,12.0,12.0,442.0,0.514,0.552,0.438,0.586,0.903,0.661,0.465,0.329,112.0,106.0,123.0,112.0,118.0,118.0,180.0,92.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,32,BRK,NBA,PF,12.0,12.0,485.0,0.514,0.56,0.402,0.573,0.871,0.63,0.358,0.291,110.0,106.0,110.0,106.0,112.0,110.0,145.0,74.0,
2021-22,33,BRK,NBA,PF,4.0,4.0,176.0,0.386,0.403,0.333,0.428,0.895,0.526,0.458,0.253,84.0,76.0,94.0,80.0,116.0,93.0,184.0,63.0,
2022-23,34,PHO,NBA,PF,11.0,11.0,466.0,0.478,0.52,0.333,0.516,0.917,0.599,0.429,0.228,100.0,95.0,92.0,95.0,117.0,103.0,161.0,59.0,
2023-24,35,PHO,NBA,PF,4.0,4.0,168.0,0.552,0.582,0.417,0.59,0.824,0.653,0.507,0.179,116.0,107.0,114.0,108.0,105.0,113.0,208.0,45.0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,170.0,170.0,6893.0,0.477,0.527,0.356,0.529,0.868,0.599,0.408,0.292,104.0,105.0,99.0,103.0,114.0,109.0,151.0,103.0,
,,,,,,,,,,,,,,,,,,,,,,,,
OKC (6 Yrs),OKC (6 Yrs),OKC (6 Yrs),OKC (6 Yrs),,91.0,91.0,3816.0,0.455,0.507,0.329,0.503,0.848,0.575,0.417,0.29,100.0,104.0,93.0,101.0,112.0,107.0,147.0,119.0,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,48.0,48.0,1782.0,0.514,0.57,0.395,0.577,0.899,0.642,0.389,0.321,112.0,112.0,110.0,111.0,117.0,116.0,150.0,96.0,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,16.0,16.0,661.0,0.485,0.523,0.388,0.54,0.878,0.605,0.381,0.282,105.0,99.0,107.0,101.0,113.0,106.0,154.0,72.0,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,15.0,15.0,634.0,0.495,0.535,0.349,0.533,0.892,0.612,0.447,0.216,104.0,98.0,97.0,98.0,114.0,105.0,172.0,56.0,
