Season,Team,Lg,Salary
2007-08,Seattle SuperSonics,NBA,"$4,171,200"
2008-09,Oklahoma City Thunder,NBA,"$4,484,040"
2009-10,Oklahoma City Thunder,NBA,"$4,796,880"
2010-11,Oklahoma City Thunder,NBA,"$6,053,663"
2011-12,Oklahoma City Thunder,NBA,"$15,506,632"
2012-13,Oklahoma City Thunder,NBA,"$16,669,630"
2013-14,Oklahoma City Thunder,NBA,"$17,832,627"
2014-15,Oklahoma City Thunder,NBA,"$18,995,624"
2015-16,Oklahoma City Thunder,NBA,"$20,158,622"
2016-17,Golden State Warriors,NBA,"$26,540,100"
2017-18,Golden State Warriors,NBA,"$25,000,000"
2018-19,Golden State Warriors,NBA,"$30,000,000"
2019-20,Brooklyn Nets,NBA,"$37,199,000"
2020-21,Brooklyn Nets,NBA,"$39,058,950"
2021-22,Brooklyn Nets,NBA,"$40,918,900"
2022-23,Phoenix Suns,NBA,"$44,119,845"
2023-24,Phoenix Suns,NBA,"$47,649,433"
2024-25,Phoenix Suns,NBA,"$51,179,021"
Career,(may be incomplete),,"$450,334,167"
