"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2004-05,23,PHI,NBA,C,5.0,5.0,192.0,0.553,5.6,1.0,0.574,0.128,0.106,0.191,0.0,0.553,0.667,0.333,0.6,0.333,0.731,0.213,9.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,26,PHI,NBA,C,6.0,6.0,193.0,0.422,5.1,1.0,0.6,0.133,0.156,0.111,0.0,0.422,0.519,0.333,0.286,0.2,0.684,0.267,11.0,0.0,0.0,
2008-09,27,PHI,NBA,C,6.0,6.0,133.0,0.64,4.3,1.0,0.64,0.16,0.08,0.12,0.0,0.64,0.688,0.5,1.0,0.333,0.563,0.16,4.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,31,MIL,NBA,C,1.0,0.0,9.0,0.0,4.4,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
2013-14,32,DAL,NBA,C,7.0,7.0,135.0,0.458,3.7,1.0,0.792,0.083,0.0,0.125,0.0,0.458,0.579,0.0,,0.0,0.636,0.125,3.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,25.0,24.0,662.0,0.503,4.6,1.0,0.629,0.133,0.098,0.14,0.0,0.503,0.6,0.316,0.5,0.25,0.667,0.203,27.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,79.0,2171.0,0.503,4.6,1.0,0.629,0.133,0.098,0.14,0.0,0.503,0.6,0.316,0.5,0.25,0.667,0.203,89.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,17.0,17.0,518.0,0.521,5.0,1.0,0.598,0.137,0.12,0.145,0.0,0.521,0.614,0.375,0.5,0.294,0.672,0.222,24.0,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,7.0,7.0,135.0,0.458,3.7,1.0,0.792,0.083,0.0,0.125,0.0,0.458,0.579,0.0,,0.0,0.636,0.125,3.0,0.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,1.0,0.0,9.0,0.0,4.4,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
