Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,24.0,WAS,NBA,SG,1,0,16:51,5,10,0.5,4,8,0.5,0,0,,0,0,0,1,0,1,1,14
2018-19,25.0,WAS,NBA,SG,1,0,17:42,4,11,0.364,3,10,0.3,0,0,,1,1,3,1,0,0,0,11
2020-21,27.0,WAS,NBA,SG,1,1,31:00,10,16,0.625,6,12,0.5,0,0,,1,2,4,1,0,1,0,26
Career,,,NBA,,3,1,66,19,37,0.514,13,30,0.433,0,0,,2,3,7,3,0,2,1,51
