"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2001-02,23,NJN,NBA,PF,6.0,0.0,14.0,0.333,0.5,0.0,0.333,,0.333,0.0,0.333,75.0,107.0,0.0,70.0,,64.0,0.0,184.0,
2002-03,24,NJN,NBA,PF,7.0,0.0,20.0,0.5,0.667,0.0,0.5,,0.5,0.0,0.25,113.0,144.0,0.0,106.0,,96.0,0.0,138.0,
2003-04,25,NJN,NBA,PF,9.0,0.0,73.0,0.647,0.545,0.833,0.794,0.5,0.764,0.353,0.353,148.0,119.0,240.0,169.0,67.0,148.0,116.0,189.0,
2004-05,26,NJN,NBA,PF,4.0,3.0,61.0,0.182,0.143,0.25,0.227,1.0,0.353,0.364,0.364,41.0,30.0,70.0,47.0,132.0,67.0,112.0,185.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,30,BOS,NBA,C,12.0,0.0,246.0,0.423,0.391,0.448,0.548,1.0,0.567,0.077,0.558,92.0,81.0,122.0,110.0,130.0,104.0,25.0,249.0,
2009-10,31,BOS,NBA,PF,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,39.0,3.0,415.0,0.437,0.413,0.463,0.546,0.786,0.569,0.161,0.471,97.0,87.0,128.0,112.0,103.0,107.0,52.0,222.0,
,,,,,,,,,,,,,,,,,,,,,,,,
NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),,26.0,3.0,168.0,0.457,0.435,0.5,0.543,0.7,0.571,0.286,0.343,103.0,94.0,143.0,115.0,93.0,110.0,92.0,181.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,13.0,0.0,247.0,0.423,0.391,0.448,0.548,1.0,0.567,0.077,0.558,92.0,81.0,122.0,110.0,130.0,104.0,25.0,249.0,
