Season,Team,Lg,Salary
2022-23,Indiana Pacers,NBA,"$2,244,111"
2023-24,Indiana Pacers,NBA,"$2,131,905"
2024-25,Indiana Pacers,NBA,"$2,019,699"
Career,(may be incomplete),,"$6,395,715"
