"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2005-06,20,CHI,NBA,SF,6.0,0.0,180.0,0.429,0.451,0.2,0.438,0.571,0.468,0.375,0.089,94.0,94.0,56.0,89.0,77.0,87.0,113.0,44.0,
2006-07,21,CHI,NBA,SF,10.0,10.0,410.0,0.524,0.527,0.0,0.524,0.807,0.575,0.339,0.006,114.0,109.0,0.0,106.0,107.0,106.0,104.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,24,CHI,NBA,SF,5.0,5.0,203.0,0.463,0.529,0.083,0.469,0.731,0.514,0.325,0.15,100.0,108.0,24.0,94.0,96.0,95.0,108.0,68.0,
2010-11,25,CHI,NBA,SF,16.0,16.0,687.0,0.426,0.469,0.324,0.474,0.839,0.525,0.27,0.296,93.0,96.0,90.0,95.0,110.0,97.0,90.0,133.0,
2011-12,26,CHI,NBA,SF,6.0,6.0,228.0,0.456,0.491,0.364,0.506,0.571,0.512,0.089,0.278,102.0,103.0,104.0,104.0,76.0,97.0,32.0,123.0,
2012-13,27,CHI,NBA,SF,5.0,5.0,224.0,0.381,0.47,0.056,0.387,0.4,0.39,0.119,0.214,84.0,97.0,15.0,78.0,53.0,73.0,44.0,88.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,30,MIA,NBA,PF,14.0,14.0,495.0,0.471,0.506,0.421,0.558,0.842,0.601,0.275,0.413,104.0,103.0,119.0,111.0,111.0,111.0,100.0,145.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,62.0,56.0,2427.0,0.455,0.495,0.311,0.489,0.765,0.529,0.265,0.219,100.0,102.0,88.0,98.0,101.0,98.0,87.0,91.0,
,,,,,,,,,,,,,,,,,,,,,,,,
CHI (6 Yrs),CHI (6 Yrs),CHI (6 Yrs),CHI (6 Yrs),,48.0,42.0,1932.0,0.452,0.494,0.262,0.476,0.749,0.514,0.263,0.181,99.0,102.0,74.0,96.0,99.0,95.0,85.0,81.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,14.0,14.0,495.0,0.471,0.506,0.421,0.558,0.842,0.601,0.275,0.413,104.0,103.0,119.0,111.0,111.0,111.0,100.0,145.0,
