Season,Team,Lg,Salary
2007-08,Los Angeles Clippers,NBA,"$1,652,280"
2008-09,Los Angeles Clippers,NBA,"$1,776,240"
2009-10,Washington Wizards,NBA,"$1,900,200"
2010-11,Washington Wizards,NBA,"$2,814,196"
Career,(may be incomplete),,"$8,142,916"
