Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,22,MIL,NBA,SG,5,0,60,5,11,0.455,2,6,0.333,3,5,0.6,0.545,0,0,5,6,11,10,5,1,3,10,12,0,
2024-25,23,MIL,NBA,SG,2,0,5,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,65,5,12,0.417,2,7,0.286,3,5,0.6,0.5,0,0,5,6,11,10,5,1,3,10,12,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,761,59,141,0.417,23,82,0.286,35,59,0.6,0.5,0,0,59,70,129,117,59,12,35,117,141,0,
