Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2023-24,22,MIL,NBA,SG,5,0,12.0,1.0,2.2,0.455,0.4,1.2,0.333,0.6,1.0,0.6,0.545,0.0,0.0,1.0,1.2,2.2,2.0,1.0,0.2,0.6,2.0,2.4,
2024-25,23,MIL,NBA,SG,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,9.3,0.7,1.7,0.417,0.3,1.0,0.286,0.4,0.7,0.6,0.5,0.0,0.0,0.7,0.9,1.6,1.4,0.7,0.1,0.4,1.4,1.7,
