Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,22,MIL,NBA,SG,5,0,60,4.3,9.4,0.455,1.7,5.1,0.333,2.6,4.3,0.6,0.545,0.0,0.0,4.3,5.1,9.4,8.6,4.3,0.9,2.6,8.6,10.3,122,112,
2024-25,23,MIL,NBA,SG,2,0,5,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,65,3.9,9.5,0.417,1.6,5.5,0.286,2.4,3.9,0.6,0.5,0.0,0.0,3.9,4.7,8.7,7.9,3.9,0.8,2.4,7.9,9.5,117,114,
