"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2021-22,22,SAC,NBA,C,15.0,0.0,120.0,0.447,5.4,1.0,0.447,0.368,0.132,0.053,0.0,0.447,0.529,0.5,0.2,0.0,,0.647,0.158,5.0,,,0.0,0.0,
2022-23,23,SAC,NBA,C,5.0,0.0,29.0,0.667,3.0,1.0,0.444,0.556,0.0,0.0,0.0,0.667,0.75,0.6,,,,0.833,0.444,4.0,,,0.0,0.0,
2023-24,24,BOS,NBA,C,28.0,0.0,333.0,0.644,3.2,1.0,0.567,0.375,0.048,0.01,0.0,0.644,0.78,0.462,0.4,1.0,,0.701,0.288,28.0,,,0.0,0.0,
2024-25,25,BOS,NBA,C,62.0,6.0,863.0,0.65,3.6,0.985,0.591,0.355,0.039,0.0,0.015,0.66,0.708,0.583,0.625,,0.0,0.795,0.315,59.0,0.333,0.0,1.0,0.0,
2025-26,26,BOS,NBA,C,18.0,18.0,431.0,0.645,3.8,0.975,0.57,0.355,0.033,0.017,0.025,0.661,0.783,0.535,0.25,0.0,0.0,0.718,0.281,32.0,0.333,0.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,128.0,24.0,1776.0,0.632,3.8,0.987,0.566,0.364,0.046,0.011,0.013,0.64,0.732,0.538,0.409,0.2,0.0,0.747,0.291,128.0,0.333,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,15.0,1138.0,0.632,3.8,0.987,0.566,0.364,0.046,0.011,0.013,0.64,0.732,0.538,0.409,0.2,0.0,0.747,0.291,82.0,0.333,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),,108.0,24.0,1627.0,0.647,3.6,0.986,0.579,0.36,0.04,0.007,0.014,0.656,0.746,0.539,0.471,0.333,0.0,0.751,0.299,119.0,0.333,0.0,1.0,0.0,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,20.0,0.0,149.0,0.489,4.2,1.0,0.447,0.404,0.106,0.043,0.0,0.489,0.571,0.526,0.2,0.0,,0.696,0.213,9.0,,,0.0,0.0,
