"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2016-17,18.0,NEBRASKA,30,457,37,94,4,20,16,21,36,88,22,16,25,36,58,94,0.394,0.2,0.762,15.2,3.1,2.9,0.7
2017-18,19.0,NEBRASKA,32,769,95,168,17,42,71,98,53,200,53,20,63,48,103,278,0.565,0.405,0.724,24.0,8.7,6.3,1.7
2018-19,20.0,NEBRASKA,35,1093,148,326,28,84,90,133,66,242,68,44,66,70,112,414,0.454,0.333,0.677,31.2,11.8,6.9,1.9
Career,,,97,2319,280,588,49,146,177,252,155,530,143,80,154,154,273,786,0.476,0.336,0.702,23.9,8.1,5.5,1.5
