Season,Team,Lg,Salary
2022-23,Memphis Grizzlies,NBA,"$1,200,000"
2023-24,Memphis Grizzlies,NBA,"$1,719,864"
2024-25,Memphis Grizzlies,NBA,"$2,019,699"
Career,(may be incomplete),,"$4,939,563"
