Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,ATL,@,DET,"L, 98-99",,17,1,4,0.25,1,4,0.25,0,0,,0,2,2,1,1,0,1,1,3,1.5,-5
2025-11-30,ATL,@,PHI,"W, 142-134 (2OT)",,26,1,5,0.2,1,4,0.25,2,2,1.0,3,2,5,1,2,2,1,2,5,6.9,13
2025-11-28,ATL,,CLE,"W, 130-123",,21,5,12,0.417,3,9,0.333,1,2,0.5,1,1,2,3,2,0,1,0,14,11.3,-9
2025-11-25,ATL,@,WAS,"L, 113-132",,14,4,7,0.571,2,4,0.5,0,0,,0,1,1,3,0,0,1,1,10,7.7,-11
2025-11-23,ATL,,CHO,"W, 113-110",,32,0,1,0.0,0,1,0.0,1,2,0.5,1,2,3,4,0,0,1,3,1,1.8,3
