Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,24,CLE,NBA,PG,2,0,4,4,4,1.0,1,1,1.0,3,3,1.0,1.125,0,0,0,2,2,0,0,0,0,0,9,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,4,4,4,1.0,1,1,1.0,3,3,1.0,1.125,0,0,0,2,2,0,0,0,0,0,9,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,164,164,164,1.0,41,41,1.0,123,123,1.0,1.125,0,0,0,82,82,0,0,0,0,0,369,0,
