Season,Team,Lg,Salary
2004-05,Sacramento Kings,NBA,"$872,040"
2005-06,Sacramento Kings,NBA,"$937,440"
2006-07,Sacramento Kings,NBA,"$1,002,840"
2007-08,Sacramento Kings,NBA,"$1,808,121"
2008-09,Sacramento Kings,NBA,"$8,760,335"
2009-10,Houston Rockets,NBA,"$10,180,170"
2010-11,Houston Rockets,NBA,"$11,100,005"
2011-12,Houston Rockets,NBA,"$11,519,840"
2012-13,Oklahoma City Thunder,NBA,"$12,439,675"
2013-14,Minnesota Timberwolves,NBA,"$6,500,000"
2014-15,Minnesota Timberwolves,NBA,"$6,792,500"
2015-16,Minnesota Timberwolves,NBA,"$7,085,000"
2015-16,San Antonio Spurs,NBA,"$317,475"
2016-17,Minnesota Timberwolves,NBA,"$1,360,305"
2017-18,Minnesota Timberwolves,NBA,"$1,360,305"
2018-19,Minnesota Timberwolves,NBA,"$1,360,304"
Career,(may be incomplete),,"$83,396,355"
