Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2021-22,20,BRK,NBA,PF,1,0,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,
2022-23,21,BRK,NBA,C,2,0,20,2,3,0.667,0,0,2,3,0.667,0.667,2,2,1.0,2,4,6,5,0,1,2,3,6,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,20,2,3,0.667,0,0,2,3,0.667,0.667,2,2,1.0,2,4,6,5,0,1,2,3,6,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,547,55,82,0.667,0,0,55,82,0.667,0.667,55,55,1.0,55,109,164,137,0,27,55,82,164,0,
