Season,Team,Lg,Salary
2011-12,Orlando Magic,NBA,"$473,604"
2012-13,Oklahoma City Thunder,NBA,"$762,195"
2016-17,Dallas Mavericks,NBA,"$1,015,696"
2017-18,Milwaukee Bucks,NBA,"$757,427"
2017-18,New Orleans Pelicans,NBA,"$754,378"
2017-18,Atlanta Hawks,NBA,"$26,773"
Career,(may be incomplete),,"$3,790,073"
