0
2014-15 NBA 2.2 (14th)
2018-19 NBA 3.3 (3rd)
2019-20 NBA 2.9 (7th)
2020-21 NBA 3.3 (3rd)
Active 2.4 (5th)
Career 2.4 (49th)
Career NBA 2.4 (48th)
