Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,19,CHA,NBA,C,63.0,41.0,1455.0,3.2,6.9,0.464,0.0,0.0,,3.2,6.9,0.464,0.464,1.7,3.5,0.483,2.8,6.3,9.1,0.7,0.5,2.8,1.8,3.6,8.1,
2012-13,20,CHA,NBA,C,80.0,65.0,2186.0,2.6,5.7,0.451,0.0,0.0,,2.6,5.7,0.451,0.451,1.2,2.3,0.521,3.2,6.4,9.6,0.6,0.5,2.4,1.4,3.2,6.4,
2013-14,21,CHA,NBA,C,77.0,9.0,1072.0,3.0,4.8,0.611,0.0,0.0,,3.0,4.8,0.611,0.611,1.5,3.0,0.517,3.5,8.8,12.3,0.3,0.2,2.9,1.3,4.2,7.5,
2014-15,22,CHO,NBA,C,64.0,21.0,1243.0,2.9,5.4,0.543,0.0,0.0,,2.9,5.4,0.543,0.543,3.0,5.1,0.583,4.6,7.2,11.8,0.5,0.5,2.9,1.5,4.1,8.8,
2015-16,23,TOR,NBA,C,82.0,22.0,1808.0,3.1,5.7,0.542,0.0,0.0,0.0,3.1,5.7,0.544,0.542,2.8,4.5,0.628,3.6,9.4,13.0,0.6,0.4,2.6,1.4,4.5,9.0,
2016-17,24,ORL,NBA,C,81.0,27.0,1793.0,3.6,6.8,0.528,0.0,0.0,,3.6,6.8,0.528,0.528,2.5,4.7,0.534,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7,
2017-18,25,ORL,NBA,C,82.0,25.0,1495.0,4.4,8.5,0.52,0.0,0.0,0.0,4.4,8.5,0.521,0.52,2.5,3.8,0.65,3.5,7.8,11.3,1.6,0.5,2.3,2.0,3.8,11.3,
2018-19,26,CHO,NBA,C,54.0,32.0,783.0,4.1,7.2,0.571,0.0,0.0,,4.1,7.2,0.571,0.571,2.7,4.2,0.637,3.7,7.6,11.4,1.5,0.5,1.9,1.6,4.7,10.9,
2019-20,27,CHO,NBA,C,53.0,29.0,1029.0,5.3,9.7,0.543,0.0,0.0,,5.3,9.7,0.543,0.543,3.2,5.3,0.603,4.2,6.6,10.8,1.7,0.3,1.7,1.7,4.1,13.7,
2020-21,28,CHO,NBA,C,66.0,36.0,1349.0,3.8,6.5,0.587,0.0,0.0,0.0,3.8,6.4,0.589,0.587,1.3,2.8,0.448,3.7,5.6,9.3,2.2,0.5,2.0,1.9,3.8,8.8,
2021-22,29,PHO,NBA,C,36.0,3.0,506.0,6.1,10.3,0.593,0.0,0.0,,6.1,10.3,0.593,0.593,2.7,5.1,0.535,4.5,7.4,11.9,1.6,0.9,1.8,1.8,5.0,14.9,
2022-23,30,PHO,NBA,C,61.0,14.0,874.0,4.9,8.5,0.578,0.0,0.0,,4.9,8.5,0.578,0.578,1.0,2.9,0.357,3.7,7.0,10.7,2.3,0.7,3.6,2.1,4.7,10.8,
2023-24,31,2TM,NBA,C,40.0,27.0,791.0,3.4,6.0,0.565,0.0,0.0,,3.4,6.0,0.565,0.565,1.2,2.5,0.481,2.8,6.7,9.5,2.4,0.5,1.7,1.9,4.1,7.9,
2023-24,31,MEM,NBA,C,30.0,27.0,718.0,3.4,6.0,0.563,0.0,0.0,,3.4,6.0,0.563,0.563,1.1,2.3,0.478,2.9,6.7,9.6,2.6,0.5,1.7,1.9,4.1,7.8,
