Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,23,GSW,NBA,C,3,0,9,0,1,0.0,0,0,0,1,0.0,0.0,0,0,2,1,3,0,0,0,0,0,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,9,0,1,0.0,0,0,0,1,0.0,0.0,0,0,2,1,3,0,0,0,0,0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,246,0,27,0.0,0,0,0,27,0.0,0.0,0,0,55,27,82,0,0,0,0,0,0,0,
