"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2023-24,21,ORL,NBA,SF,3,0,14,0.5,,0.5,0.75,0.75,0.0,1.0,105,,137,137,129,0,253,
2024-25,22,ORL,NBA,SF,5,0,47,0.143,0.0,0.2,0.214,0.214,0.0,0.714,31,0.0,56,39,37,0,170,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8,0,61,0.188,0.0,0.25,0.281,0.281,0.0,0.75,40,0.0,69,52,49,0,180,
