"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2018-19,23,DEN,NBA,PF,5.0,0.0,15.0,0.333,17.6,0.333,0.333,0.0,0.0,0.0,0.667,0.0,0.0,,0.5,,1.0,0.0,0.0,0.5,1.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,26,UTA,NBA,PF,6.0,0.0,56.0,0.278,17.4,0.333,0.222,0.111,0.0,0.0,0.667,0.167,0.25,0.0,0.333,0.0,1.0,0.111,1.0,0.167,0.5,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11.0,0.0,71.0,0.286,17.5,0.333,0.238,0.095,0.0,0.0,0.667,0.143,0.2,0.0,0.357,0.0,1.0,0.095,1.0,0.214,0.667,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,529.0,0.286,17.5,0.333,0.238,0.095,0.0,0.0,0.667,0.143,0.2,0.0,0.357,0.0,1.0,0.095,7.0,0.214,0.667,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,6.0,0.0,56.0,0.278,17.4,0.333,0.222,0.111,0.0,0.0,0.667,0.167,0.25,0.0,0.333,0.0,1.0,0.111,1.0,0.167,0.5,0.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,5.0,0.0,15.0,0.333,17.6,0.333,0.333,0.0,0.0,0.0,0.667,0.0,0.0,,0.5,,1.0,0.0,0.0,0.5,1.0,0.0,0.0,
