Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,23,DEN,NBA,PF,5.0,0.0,15.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,26,UTA,NBA,PF,6.0,0.0,56.0,5.0,18.0,0.278,4.0,12.0,0.333,1.0,6.0,0.167,0.389,0.0,0.0,2.0,10.0,12.0,5.0,2.0,0.0,2.0,4.0,14.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11.0,0.0,71.0,6.0,21.0,0.286,5.0,14.0,0.357,1.0,7.0,0.143,0.405,0.0,0.0,2.0,13.0,15.0,5.0,2.0,0.0,3.0,6.0,17.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,529.0,45.0,157.0,0.286,37.0,104.0,0.357,7.0,52.0,0.143,0.405,0.0,0.0,15.0,97.0,112.0,37.0,15.0,0.0,22.0,45.0,127.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,6.0,0.0,56.0,5.0,18.0,0.278,4.0,12.0,0.333,1.0,6.0,0.167,0.389,0.0,0.0,2.0,10.0,12.0,5.0,2.0,0.0,2.0,4.0,14.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,5.0,0.0,15.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,
