"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '10-16')","('Unnamed: 19_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 24_level_0', 'Awards')"
2015-16,23,TOR,NBA,C,5,0,29,0.75,4.0,1.0,0.75,0.0,0.25,0.0,0.0,0.75,1.0,0.0,1.0,0.75,3,0,0,
2016-17,24,TOR,NBA,C,3,0,7,0.5,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,,1.0,0.0,0,0,0,
2017-18,25,TOR,NBA,C,5,0,24,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,13,0,60,0.571,2.0,1.0,0.857,0.0,0.143,0.0,0.0,0.571,0.667,0.0,1.0,0.571,3,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,378,0.571,2.0,1.0,0.857,0.0,0.143,0.0,0.0,0.571,0.667,0.0,1.0,0.571,19,0,0,
