Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,27,WAS,NBA,C,5.0,3.0,8.4,1.6,2.8,0.571,0.0,0.0,1.6,2.8,0.571,0.571,0.8,1.4,0.571,0.8,1.4,2.2,0.4,0.2,0.0,0.2,1.6,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,29,SAC,NBA,C,7.0,0.0,7.7,1.0,1.3,0.778,0.0,0.0,1.0,1.3,0.778,0.778,0.7,0.9,0.833,1.0,1.9,2.9,0.1,0.0,0.4,1.0,2.1,2.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,31,LAL,NBA,C,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,14.0,3.0,7.1,1.1,1.7,0.625,0.0,0.0,1.1,1.7,0.625,0.625,0.6,0.9,0.692,1.0,1.5,2.5,0.2,0.1,0.2,0.6,1.6,2.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7.0,0.0,7.7,1.0,1.3,0.778,0.0,0.0,1.0,1.3,0.778,0.778,0.7,0.9,0.833,1.0,1.9,2.9,0.1,0.0,0.4,1.0,2.1,2.7,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,3.0,8.4,1.6,2.8,0.571,0.0,0.0,1.6,2.8,0.571,0.571,0.8,1.4,0.571,0.8,1.4,2.2,0.4,0.2,0.0,0.2,1.6,4.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
