Season,Team,Lg,Salary
2021-22,Detroit Pistons,NBA,"$1,057,260"
2022-23,Detroit Pistons,NBA,"$1,563,518"
2023-24,Washington Wizards,NBA,"$1,836,096"
Career,(may be incomplete),,"$4,456,874"
