Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,19,POR,NBA,PF,48.0,5.0,573.0,65.0,151.0,0.43,14.0,59.0,0.237,51.0,92.0,0.554,0.477,28.0,44.0,0.636,31.0,77.0,108.0,22.0,13.0,14.0,15.0,72.0,172.0,0.0,
2020-21,20,POR,NBA,PF,48.0,2.0,640.0,78.0,167.0,0.467,28.0,80.0,0.35,50.0,87.0,0.575,0.551,36.0,45.0,0.8,32.0,96.0,128.0,23.0,5.0,13.0,18.0,51.0,220.0,0.0,
2021-22,21,POR,NBA,SF,42.0,23.0,1088.0,145.0,315.0,0.46,51.0,154.0,0.331,94.0,161.0,0.584,0.541,69.0,94.0,0.734,58.0,178.0,236.0,54.0,25.0,36.0,40.0,82.0,410.0,0.0,
2022-23,22,POR,NBA,SF,54.0,4.0,976.0,134.0,303.0,0.442,58.0,158.0,0.367,76.0,145.0,0.524,0.538,33.0,46.0,0.717,27.0,114.0,141.0,50.0,20.0,20.0,36.0,66.0,359.0,0.0,
2023-24,23,PHO,NBA,SF,45.0,2.0,458.0,57.0,124.0,0.46,21.0,70.0,0.3,36.0,54.0,0.667,0.544,17.0,20.0,0.85,14.0,61.0,75.0,21.0,10.0,10.0,14.0,39.0,152.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,237.0,36.0,3735.0,479.0,1060.0,0.452,172.0,521.0,0.33,307.0,539.0,0.57,0.533,183.0,249.0,0.735,162.0,526.0,688.0,170.0,73.0,93.0,123.0,310.0,1313.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,1292.0,166.0,367.0,0.452,60.0,180.0,0.33,106.0,186.0,0.57,0.533,63.0,86.0,0.735,56.0,182.0,238.0,59.0,25.0,32.0,43.0,107.0,454.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (4 Yrs),POR (4 Yrs),POR (4 Yrs),POR (4 Yrs),,192.0,34.0,3277.0,422.0,936.0,0.451,151.0,451.0,0.335,271.0,485.0,0.559,0.532,166.0,229.0,0.725,148.0,465.0,613.0,149.0,63.0,83.0,109.0,271.0,1161.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,45.0,2.0,458.0,57.0,124.0,0.46,21.0,70.0,0.3,36.0,54.0,0.667,0.544,17.0,20.0,0.85,14.0,61.0,75.0,21.0,10.0,10.0,14.0,39.0,152.0,0.0,
