"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2013-14,19.0,PHO,NBA,31:19,11.0,13.0,1.0,4.0,10.0,10.0,6.0,7.0,3.0,6.0,7.0,2.0,2.0,3.0,3.0,5.0,29.0,24.0
2014-15,20.0,PHO,NBA,32:21,6.0,15.0,2.0,4.0,6.0,12.0,6.0,7.0,4.0,4.0,6.0,5.0,3.0,2.0,5.0,4.0,18.0,12.0
2015-16,21.0,PHO,NBA,44:48,11.0,19.0,3.0,6.0,10.0,14.0,8.0,10.0,3.0,6.0,7.0,12.0,3.0,2.0,6.0,5.0,26.0,21.5
2016-17,22.0,TOT,NBA,29:03,7.0,11.0,1.0,3.0,7.0,9.0,6.0,10.0,4.0,5.0,7.0,4.0,1.0,2.0,5.0,3.0,20.0,15.5
2016-17,22.0,NOP,NBA,15:08,1.0,4.0,1.0,1.0,1.0,3.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,6.7
2016-17,22.0,BRK,NBA,29:03,7.0,11.0,1.0,3.0,7.0,9.0,6.0,10.0,4.0,5.0,7.0,4.0,1.0,2.0,5.0,3.0,20.0,15.5
Career,,,,44:48,11.0,19.0,3.0,6.0,10.0,14.0,8.0,10.0,4.0,6.0,7.0,12.0,3.0,3.0,6.0,5.0,29.0,24.0
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,PHO,NBA,44:48,11.0,19.0,3.0,6.0,10.0,14.0,8.0,10.0,4.0,6.0,7.0,12.0,3.0,3.0,6.0,5.0,29.0,24.0
1 Season,,BRK,NBA,29:03,7.0,11.0,1.0,3.0,7.0,9.0,6.0,10.0,4.0,5.0,7.0,4.0,1.0,2.0,5.0,3.0,20.0,15.5
1 Season,,NOP,NBA,15:08,1.0,4.0,1.0,1.0,1.0,3.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,6.7
