Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,31,TOR,NBA,SF,10.0,1.0,251.0,2.6,7.0,0.367,1.3,4.0,0.321,1.3,3.0,0.429,0.459,0.7,1.1,0.625,2.2,6.0,8.2,1.6,0.9,0.4,1.1,3.9,7.2,
2017-18,32,HOU,NBA,PF,17.0,17.0,569.0,3.3,6.8,0.481,2.2,4.7,0.467,1.1,2.1,0.515,0.644,0.8,1.1,0.667,1.5,5.6,7.0,1.4,0.7,0.8,0.9,2.9,9.6,
2018-19,33,HOU,NBA,PF,11.0,11.0,426.0,3.4,7.4,0.455,2.2,4.8,0.456,1.2,2.6,0.452,0.602,1.6,1.9,0.826,1.6,5.3,6.9,1.6,1.6,0.7,0.7,3.0,10.6,
2019-20,34,HOU,NBA,PF,12.0,12.0,414.0,3.0,7.7,0.398,2.2,5.8,0.373,0.9,1.8,0.476,0.54,0.0,0.0,,2.0,5.5,7.5,1.6,1.1,0.3,1.0,4.1,8.3,
2020-21,35,MIL,NBA,PF,23.0,19.0,681.0,2.0,5.2,0.388,1.0,3.1,0.322,1.0,2.1,0.487,0.485,0.2,0.2,0.75,2.5,3.3,5.9,1.3,1.2,0.2,0.5,4.1,5.2,
2021-22,36,MIA,NBA,PF,18.0,18.0,509.0,3.8,7.7,0.495,1.6,3.6,0.451,2.2,4.1,0.534,0.601,0.8,1.1,0.688,2.5,4.7,7.2,2.3,1.0,0.4,0.9,3.5,10.0,
2022-23,37,PHI,NBA,PF,11.0,11.0,294.0,2.3,6.2,0.373,1.7,4.9,0.35,0.6,1.3,0.455,0.51,0.2,0.4,0.667,2.2,3.9,6.1,2.0,1.6,0.4,0.6,3.4,6.6,
2023-24,38,LAC,NBA,PF,2.0,1.0,31.0,4.6,7.0,0.667,3.5,4.6,0.75,1.2,2.3,0.5,0.917,0.0,0.0,,3.5,0.0,3.5,0.0,0.0,0.0,3.5,7.0,12.8,
2024-25,39,NYK,NBA,SF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,105.0,90.0,3179.0,2.9,6.8,0.436,1.7,4.3,0.404,1.2,2.4,0.491,0.564,0.6,0.8,0.722,2.1,4.7,6.8,1.6,1.1,0.4,0.8,3.6,8.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,40.0,40.0,1409.0,3.2,7.3,0.447,2.2,5.1,0.432,1.0,2.2,0.482,0.599,0.8,1.0,0.756,1.7,5.5,7.1,1.5,1.1,0.6,0.9,3.3,9.5,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,23.0,19.0,681.0,2.0,5.2,0.388,1.0,3.1,0.322,1.0,2.1,0.487,0.485,0.2,0.2,0.75,2.5,3.3,5.9,1.3,1.2,0.2,0.5,4.1,5.2,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,18.0,18.0,509.0,3.8,7.7,0.495,1.6,3.6,0.451,2.2,4.1,0.534,0.601,0.8,1.1,0.688,2.5,4.7,7.2,2.3,1.0,0.4,0.9,3.5,10.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,11.0,11.0,294.0,2.3,6.2,0.373,1.7,4.9,0.35,0.6,1.3,0.455,0.51,0.2,0.4,0.667,2.2,3.9,6.1,2.0,1.6,0.4,0.6,3.4,6.6,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,10.0,1.0,251.0,2.6,7.0,0.367,1.3,4.0,0.321,1.3,3.0,0.429,0.459,0.7,1.1,0.625,2.2,6.0,8.2,1.6,0.9,0.4,1.1,3.9,7.2,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,1.0,31.0,4.6,7.0,0.667,3.5,4.6,0.75,1.2,2.3,0.5,0.917,0.0,0.0,,3.5,0.0,3.5,0.0,0.0,0.0,3.5,7.0,12.8,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,
