"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2016-17,31,TOR,NBA,SF,10.0,1.0,251.0,0.367,0.429,0.321,0.459,0.625,0.476,0.163,0.571,80.0,85.0,90.0,89.0,81.0,86.0,60.0,181.0,
2017-18,32,HOU,NBA,PF,17.0,17.0,569.0,0.481,0.515,0.467,0.644,0.667,0.651,0.167,0.694,105.0,101.0,129.0,123.0,87.0,117.0,66.0,206.0,
2018-19,33,HOU,NBA,PF,11.0,11.0,426.0,0.455,0.452,0.456,0.602,0.826,0.637,0.261,0.648,99.0,87.0,128.0,115.0,108.0,114.0,101.0,181.0,
2019-20,34,HOU,NBA,PF,12.0,12.0,414.0,0.398,0.476,0.373,0.54,,0.54,0.0,0.761,86.0,91.0,104.0,102.0,,96.0,0.0,198.0,
2020-21,35,MIL,NBA,PF,23.0,19.0,681.0,0.388,0.487,0.322,0.485,0.75,0.491,0.041,0.602,83.0,92.0,88.0,90.0,96.0,86.0,17.0,154.0,
2021-22,36,MIA,NBA,PF,18.0,18.0,509.0,0.495,0.534,0.451,0.601,0.688,0.612,0.147,0.468,107.0,100.0,128.0,113.0,89.0,108.0,59.0,117.0,
2022-23,37,PHI,NBA,PF,11.0,11.0,294.0,0.373,0.455,0.35,0.51,0.667,0.516,0.059,0.784,78.0,83.0,97.0,93.0,85.0,89.0,22.0,202.0,
2023-24,38,LAC,NBA,PF,2.0,1.0,31.0,0.667,0.5,0.75,0.917,,0.917,0.0,0.667,141.0,92.0,205.0,168.0,,158.0,0.0,169.0,
2024-25,39,NYK,NBA,SF,1.0,0.0,4.0,,,,,,,,,,,,,,,,,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,105.0,90.0,3179.0,0.436,0.491,0.404,0.564,0.722,0.577,0.121,0.638,94.0,94.0,113.0,107.0,94.0,102.0,47.0,174.0,
,,,,,,,,,,,,,,,,,,,,,,,,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,40.0,40.0,1409.0,0.447,0.482,0.432,0.599,0.756,0.614,0.144,0.701,97.0,93.0,121.0,114.0,99.0,110.0,56.0,196.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,23.0,19.0,681.0,0.388,0.487,0.322,0.485,0.75,0.491,0.041,0.602,83.0,92.0,88.0,90.0,96.0,86.0,17.0,154.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,18.0,18.0,509.0,0.495,0.534,0.451,0.601,0.688,0.612,0.147,0.468,107.0,100.0,128.0,113.0,89.0,108.0,59.0,117.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,11.0,11.0,294.0,0.373,0.455,0.35,0.51,0.667,0.516,0.059,0.784,78.0,83.0,97.0,93.0,85.0,89.0,22.0,202.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,10.0,1.0,251.0,0.367,0.429,0.321,0.459,0.625,0.476,0.163,0.571,80.0,85.0,90.0,89.0,81.0,86.0,60.0,181.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,1.0,31.0,0.667,0.5,0.75,0.917,,0.917,0.0,0.667,141.0,92.0,205.0,168.0,,158.0,0.0,169.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,1.0,0.0,4.0,,,,,,,,,,,,,,,,,
