Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2003-04,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2004-05,22,DET,NBA,SG,30,4,459,5.0,14.0,.359,1.1,4.2,.257,4.0,9.8,.402,.397,2.8,4.8,.575,1.6,5.0,6.6,4.6,2.6,0.7,2.8,5.3,13.9,91,101,
2005-06,23,DET,NBA,SG,68,1,726,6.9,17.2,.403,1.5,4.6,.333,5.4,12.6,.428,.447,3.4,5.1,.672,2.1,6.5,8.6,3.4,1.6,1.1,2.7,6.6,18.8,98,103,
2006-07,24,DET,NBA,SG,82,1,1372,6.3,15.1,.415,1.8,5.5,.333,4.4,9.5,.462,.476,2.8,3.6,.787,2.7,8.0,10.7,3.5,1.8,0.3,2.4,3.9,17.2,105,104,
2007-08,25,TOR,NBA,SG,82,0,1928,6.9,17.4,.397,3.3,8.7,.382,3.6,8.8,.412,.492,3.2,4.3,.744,1.8,8.1,9.9,4.0,1.9,0.3,2.1,4.9,20.4,107,106,
2008-09,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2009-10,27,MIL,NBA,SF,75,66,2279,6.9,16.8,.408,3.1,8.4,.367,3.8,8.4,.450,.500,2.1,2.7,.782,1.2,7.9,9.1,4.6,1.8,0.5,2.7,3.2,19.0,103,103,
2010-11,28,MIL,NBA,SF,49,40,1590,6.7,17.3,.390,3.5,9.6,.370,3.2,7.7,.415,.492,2.0,2.5,.800,0.8,5.9,6.7,3.8,2.6,0.3,1.9,2.4,19.0,104,102,
2011-12,29,MIL,NBA,SF,54,53,1537,6.1,15.1,.402,2.9,8.0,.360,3.2,7.1,.449,.497,1.3,1.6,.792,0.7,6.3,6.9,4.1,2.6,0.3,2.2,3.3,16.3,102,104,
2012-13,30,HOU,NBA,SF,67,5,1689,7.4,18.3,.405,4.7,12.4,.375,2.7,5.9,.467,.532,1.4,1.7,.857,0.5,6.0,6.5,4.0,2.0,0.3,2.1,3.4,20.9,109,107,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,507,170,11580,6.7,16.7,.401,3.1,8.4,.365,3.6,8.3,.438,.494,2.2,3.0,.758,1.3,7.0,8.3,4.0,2.1,0.4,2.3,3.8,18.7,104,104,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),,180,6,2557,6.2,15.5,.402,1.6,5.0,.322,4.6,10.5,.440,.454,3.0,4.2,.704,2.3,7.0,9.4,3.7,1.9,0.6,2.6,4.9,17.0,101,103,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,178,159,5406,6.6,16.4,.401,3.1,8.6,.366,3.4,7.8,.440,.497,1.8,2.3,.789,0.9,6.8,7.8,4.2,2.3,0.4,2.3,3.0,18.2,103,103,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,82,0,1928,6.9,17.4,.397,3.3,8.7,.382,3.6,8.8,.412,.492,3.2,4.3,.744,1.8,8.1,9.9,4.0,1.9,0.3,2.1,4.9,20.4,107,106,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,67,5,1689,7.4,18.3,.405,4.7,12.4,.375,2.7,5.9,.467,.532,1.4,1.7,.857,0.5,6.0,6.5,4.0,2.0,0.3,2.1,3.4,20.9,109,107,
