Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2013-14,21,POR,NBA,C,4.0,0.0,2.3,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,
2014-15,22,POR,NBA,C,5.0,0.0,21.2,2.8,4.2,0.667,2.0,2.6,0.769,0.8,1.6,0.5,0.905,0.2,0.4,0.5,1.2,5.4,6.6,1.0,0.4,0.4,0.6,3.4,7.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,24,POR,NBA,PF,3.0,1.0,10.3,0.3,1.7,0.2,0.0,1.3,0.0,0.3,0.3,1.0,0.2,0.0,0.0,,0.7,2.0,2.7,0.3,0.0,0.0,1.3,2.0,0.7,
2017-18,25,POR,NBA,C,2.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,
2018-19,26,POR,NBA,C,11.0,2.0,15.5,3.1,5.9,0.523,1.3,3.0,0.424,1.8,2.9,0.625,0.631,0.3,0.8,0.333,0.5,3.1,3.6,1.1,0.3,0.1,0.4,2.5,7.7,
2019-20,27,MIA,NBA,C,3.0,2.0,10.3,1.7,2.7,0.625,0.7,1.3,0.5,1.0,1.3,0.75,0.75,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,30,MIL,NBA,C,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,30.0,5.0,12.0,1.9,3.5,0.547,0.9,1.8,0.481,1.1,1.7,0.615,0.67,0.2,0.4,0.462,0.5,2.5,3.0,0.7,0.2,0.1,0.4,1.8,4.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (5 Yrs),POR (5 Yrs),POR (5 Yrs),POR (5 Yrs),,25.0,3.0,13.0,2.1,3.9,0.546,1.0,2.0,0.48,1.2,1.9,0.617,0.67,0.2,0.4,0.364,0.6,2.9,3.5,0.7,0.2,0.1,0.4,2.0,5.4,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,3.0,2.0,10.3,1.7,2.7,0.625,0.7,1.3,0.5,1.0,1.3,0.75,0.75,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.3,0.0,0.0,1.3,4.7,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,
