"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,22,DAL,NBA,SF,5.0,1.0,95.0,0.459,0.542,0.308,0.514,0.643,0.544,0.378,0.351,102.0,110.0,87.0,102.0,85.0,101.0,137.0,123.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,24,PHI,NBA,SF,7.0,0.0,33.0,0.375,1.0,0.286,0.5,,0.5,0.0,0.875,81.0,196.0,79.0,96.0,,90.0,0.0,260.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,26,BRK,NBA,SG,3.0,0.0,28.0,0.417,0.0,0.455,0.625,1.0,0.69,0.333,0.917,91.0,0.0,127.0,118.0,129.0,122.0,128.0,239.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,15.0,1.0,156.0,0.439,0.538,0.355,0.535,0.722,0.57,0.316,0.544,96.0,109.0,99.0,105.0,95.0,104.0,116.0,167.0,
,,,,,,,,,,,,,,,,,,,,,,,,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,7.0,0.0,33.0,0.375,1.0,0.286,0.5,,0.5,0.0,0.875,81.0,196.0,79.0,96.0,,90.0,0.0,260.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,5.0,1.0,95.0,0.459,0.542,0.308,0.514,0.643,0.544,0.378,0.351,102.0,110.0,87.0,102.0,85.0,101.0,137.0,123.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,3.0,0.0,28.0,0.417,0.0,0.455,0.625,1.0,0.69,0.333,0.917,91.0,0.0,127.0,118.0,129.0,122.0,128.0,239.0,
