Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,21,BOS,NBA,SG,1,0,3,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,
2020-21,22,BOS,NBA,SG,2,0,5,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0,1,1,0,0,0,0,0,5,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,8,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0,2,2,0,0,0,0,0,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,219,55,82,0.667,27,55,0.5,27,27,1.0,0.833,0,0,0,55,55,0,0,0,0,0,137,0,
