Season,Team,Lg,Salary
2018-19,Detroit Pistons,NBA,"$838,464"
2019-20,Detroit Pistons,NBA,"$1,416,852"
2020-21,Brooklyn Nets,NBA,"$1,663,861"
2021-22,Brooklyn Nets,NBA,"$4,736,102"
2022-23,Denver Nuggets,NBA,"$6,479,000"
2023-24,Toronto Raptors,NBA,"$22,000,000"
2024-25,New Orleans Pelicans,NBA,"$23,000,000"
Career,(may be incomplete),,"$60,134,279"
