Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2008-09,22,IND,NBA,C,70.0,42.0,1009.0,16.1,0.51,0.0,0.35,12.4,14.1,13.3,7.9,1.0,5.6,10.2,23.3,1.0,1.2,2.1,0.102,-3.1,0.1,-3.0,-0.3,
2009-10,23,IND,NBA,C,81.0,69.0,2035.0,16.2,0.537,0.008,0.286,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,1.6,2.5,4.1,0.098,-1.5,0.6,-0.9,0.6,
2010-11,24,IND,NBA,C,81.0,80.0,2244.0,15.9,0.507,0.004,0.309,9.1,21.0,15.1,12.8,0.7,4.6,15.5,23.6,0.3,3.3,3.6,0.077,-1.8,0.7,-1.1,0.5,
2011-12,25,IND,NBA,C,65.0,65.0,1937.0,19.3,0.539,0.001,0.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,3.2,3.0,6.2,0.154,1.0,0.4,1.4,1.7,AS
2012-13,26,IND,NBA,C,79.0,79.0,2269.0,17.3,0.489,0.005,0.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,1.3,4.9,6.1,0.129,-1.7,1.4,-0.3,0.9,DPOY-10
2013-14,27,IND,NBA,C,81.0,81.0,2409.0,13.5,0.499,0.007,0.357,9.9,15.0,12.5,6.2,0.6,5.7,14.5,19.4,0.5,5.0,5.4,0.108,-2.9,1.5,-1.4,0.4,"DPOY-2,AS,DEF2"
2014-15,28,IND,NBA,C,76.0,76.0,1926.0,15.4,0.501,0.003,0.287,9.0,21.9,15.5,7.4,0.5,5.1,11.8,21.3,1.0,3.2,4.2,0.105,-1.8,0.6,-1.2,0.4,
2015-16,29,LAL,NBA,C,81.0,81.0,1878.0,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8.0,0.9,4.6,13.8,12.9,1.1,1.0,2.2,0.056,-3.5,0.2,-3.2,-0.6,
2016-17,30,2TM,NBA,C,48.0,13.0,682.0,13.5,0.614,0.0,0.51,8.7,15.9,12.3,4.6,0.6,5.9,15.1,14.0,1.0,0.8,1.8,0.129,-3.2,0.9,-2.3,0.0,
2016-17,30,CHO,NBA,C,42.0,13.0,671.0,13.5,0.613,0.0,0.521,8.6,16.0,12.3,4.5,0.6,5.8,14.9,14.0,1.0,0.8,1.8,0.129,-3.2,0.8,-2.4,-0.1,
2016-17,30,DEN,NBA,C,6.0,0.0,11.0,16.3,0.667,0.0,0.0,10.1,10.0,10.0,13.5,0.0,14.1,25.0,15.5,0.0,0.0,0.0,0.119,-4.6,4.1,-0.5,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,662.0,586.0,16389.0,15.5,0.514,0.004,0.319,10.4,17.8,14.1,9.2,0.8,5.3,13.9,20.4,11.0,24.9,35.9,0.105,-1.9,0.8,-1.1,3.5,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,73.0,2030.0,15.5,0.514,0.004,0.319,10.4,17.8,14.1,9.2,0.8,5.3,13.9,20.4,1.4,3.1,4.4,0.105,-1.9,0.8,-1.1,0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (7 Yrs),IND (7 Yrs),IND (7 Yrs),IND (7 Yrs),,533.0,492.0,13829.0,16.2,0.511,0.004,0.311,10.9,18.1,14.6,9.6,0.7,5.4,13.9,21.8,8.9,23.0,31.9,0.111,-1.6,0.8,-0.8,4.2,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,81.0,81.0,1878.0,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8.0,0.9,4.6,13.8,12.9,1.1,1.0,2.2,0.056,-3.5,0.2,-3.2,-0.6,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,42.0,13.0,671.0,13.5,0.613,0.0,0.521,8.6,16.0,12.3,4.5,0.6,5.8,14.9,14.0,1.0,0.8,1.8,0.129,-3.2,0.8,-2.4,-0.1,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,6.0,0.0,11.0,16.3,0.667,0.0,0.0,10.1,10.0,10.0,13.5,0.0,14.1,25.0,15.5,0.0,0.0,0.0,0.119,-4.6,4.1,-0.5,0.0,
