"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2002-03,20,LAC,NBA,PF,46.0,3.0,479.0,0.521,4.2,1.0,0.507,0.343,0.121,0.029,0.0,0.521,0.648,0.438,0.353,0.0,,0.616,0.221,27.0,,0.0,0.0,
2003-04,21,LAC,NBA,C,65.0,17.0,1340.0,0.521,4.4,0.998,0.544,0.31,0.115,0.03,0.002,0.522,0.658,0.4,0.28,0.231,0.0,0.617,0.149,60.0,0.0,0.0,0.0,
2004-05,22,LAC,NBA,C,54.0,25.0,1005.0,0.514,4.5,1.0,0.523,0.313,0.109,0.055,0.0,0.514,0.64,0.398,0.222,0.556,,0.645,0.213,67.0,,0.0,0.0,
2005-06,23,2TM,NBA,C,77.0,24.0,1529.0,0.571,5.1,0.996,0.48,0.307,0.191,0.018,0.004,0.574,0.755,0.428,0.36,0.5,0.0,0.767,0.231,97.0,0.0,1.0,0.0,
2005-06,23,LAC,NBA,C,48.0,1.0,657.0,0.536,5.5,0.988,0.44,0.357,0.179,0.012,0.012,0.542,0.757,0.367,0.367,0.5,0.0,0.744,0.185,29.0,0.0,1.0,0.0,
2005-06,23,SEA,NBA,PF,29.0,23.0,872.0,0.592,4.8,1.0,0.504,0.277,0.199,0.021,0.0,0.592,0.754,0.474,0.357,0.5,,0.778,0.259,68.0,,0.0,0.0,
2006-07,24,SEA,NBA,PF,82.0,81.0,2586.0,0.529,5.2,0.993,0.464,0.348,0.137,0.044,0.007,0.533,0.705,0.421,0.295,0.333,0.0,0.709,0.222,161.0,0.0,3.0,0.0,
2007-08,25,SEA,NBA,PF,62.0,55.0,1739.0,0.524,4.7,0.995,0.513,0.284,0.168,0.031,0.005,0.526,0.688,0.409,0.28,0.25,0.0,0.659,0.182,103.0,0.0,0.0,0.0,
2008-09,26,2TM,NBA,C,62.0,6.0,1049.0,0.497,4.0,0.989,0.551,0.284,0.13,0.024,0.011,0.503,0.642,0.343,0.313,0.222,0.0,0.571,0.2,66.0,0.0,1.0,0.0,
2008-09,26,OKC,NBA,C,37.0,6.0,719.0,0.485,5.2,0.989,0.478,0.328,0.153,0.03,0.011,0.491,0.68,0.33,0.293,0.25,0.0,0.585,0.183,44.0,0.0,0.0,0.0,
2008-09,26,NYK,NBA,C,25.0,0.0,330.0,0.529,2.9,0.99,0.745,0.167,0.069,0.01,0.01,0.535,0.579,0.412,0.429,0.0,0.0,0.537,0.245,22.0,0.0,1.0,0.0,
2009-10,27,DET,NBA,PF,34.0,10.0,441.0,0.525,4.7,1.0,0.575,0.183,0.167,0.075,0.0,0.525,0.681,0.364,0.35,0.111,,0.651,0.2,21.0,,0.0,0.0,
2010-11,28,DET,NBA,PF,57.0,29.0,995.0,0.581,4.3,0.997,0.606,0.239,0.112,0.04,0.003,0.583,0.703,0.39,0.417,0.385,0.0,0.684,0.239,66.0,0.0,0.0,0.0,
2011-12,29,BOS,NBA,C,28.0,4.0,481.0,0.598,4.7,1.0,0.598,0.234,0.103,0.065,0.0,0.598,0.688,0.44,0.636,0.286,,0.766,0.243,25.0,,0.0,0.0,
2012-13,30,BOS,NBA,C,61.0,7.0,830.0,0.719,2.9,0.993,0.804,0.144,0.026,0.02,0.007,0.724,0.797,0.455,0.5,0.0,0.0,0.736,0.34,48.0,0.0,1.0,0.0,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,628.0,261.0,12474.0,0.541,4.5,0.995,0.53,0.294,0.136,0.036,0.005,0.543,0.692,0.407,0.319,0.314,0.0,0.677,0.211,741.0,0.0,6.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,34.0,1629.0,0.541,4.5,0.995,0.53,0.294,0.136,0.036,0.005,0.543,0.692,0.407,0.319,0.314,0.0,0.677,0.211,97.0,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (4 Yrs),LAC (4 Yrs),LAC (4 Yrs),LAC (4 Yrs),,213.0,46.0,3481.0,0.521,4.6,0.997,0.516,0.322,0.124,0.034,0.003,0.522,0.664,0.399,0.293,0.378,0.0,0.646,0.184,183.0,0.0,1.0,0.0,
SEA (4 Yrs),SEA (4 Yrs),SEA (4 Yrs),SEA (4 Yrs),,210.0,165.0,5916.0,0.53,5.0,0.994,0.487,0.315,0.157,0.035,0.006,0.533,0.703,0.411,0.301,0.314,0.0,0.689,0.209,376.0,0.0,3.0,0.0,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,91.0,39.0,1436.0,0.566,4.5,0.998,0.597,0.224,0.127,0.05,0.002,0.567,0.697,0.384,0.393,0.273,0.0,0.676,0.229,87.0,0.0,0.0,0.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,89.0,11.0,1311.0,0.669,3.8,0.996,0.719,0.181,0.058,0.038,0.004,0.672,0.759,0.447,0.6,0.2,0.0,0.747,0.3,73.0,0.0,1.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,25.0,0.0,330.0,0.529,2.9,0.99,0.745,0.167,0.069,0.01,0.01,0.535,0.579,0.412,0.429,0.0,0.0,0.537,0.245,22.0,0.0,1.0,0.0,
