Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,25,LAL,NBA,SF,2,0,13,11.1,24.9,0.444,0.0,5.5,0.0,11.1,19.4,0.571,0.444,0.0,0.0,5.5,8.3,13.8,2.8,0.0,0.0,0.0,5.5,22.2,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,13,11.1,24.9,0.444,0.0,5.5,0.0,11.1,19.4,0.571,0.444,0.0,0.0,5.5,8.3,13.8,2.8,0.0,0.0,0.0,5.5,22.2,
