"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2008-09,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2009-10,23,SAS,NBA,WC1,DAL,W (4-2),2,9.5,4.5,1.0,0.0,0.0,0.5,3,6,.500,0,0,3,6,.500,.500,3,4,.750,0,2,2,0,0,1,2,3,9,
2010-11,24,DAL,NBA,WC1,POR,W (4-2),1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
2010-11,24,DAL,NBA,WCS,LAL,W (4-0),1,5.0,2.0,1.0,0.0,0.0,0.0,0,0,,0,0,0,0,,,2,4,.500,0,1,1,0,0,0,0,1,2,
2010-11,24,DAL,NBA,WCF,OKC,W (4-1),1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,2,0,
2010-11,24,DAL,NBA,FIN,MIA,W (4-2),3,9.0,3.0,1.7,0.0,0.3,0.0,3,5,.600,0,0,3,5,.600,.600,3,5,.600,3,2,5,0,1,0,0,13,9,
2011-12,25,DAL,NBA,WC1,OKC,L (0-4),4,17.5,7.3,4.5,0.0,0.8,0.8,9,14,.643,0,0,9,14,.643,.643,11,13,.846,9,9,18,0,3,3,1,13,29,
2012-13,26,IND,NBA,EC1,ATL,W (4-2),5,8.0,1.8,2.8,0.2,0.0,0.8,4,13,.308,0,0,4,13,.308,.308,1,2,.500,7,7,14,1,0,4,2,13,9,
2012-13,26,IND,NBA,ECS,NYK,W (4-2),6,8.5,1.5,2.5,0.0,0.0,0.7,4,6,.667,0,0,4,6,.667,.667,1,4,.250,6,9,15,0,0,4,5,4,9,
2012-13,26,IND,NBA,ECF,MIA,L (3-4),7,8.4,1.6,1.9,0.0,0.0,0.7,5,10,.500,0,0,5,10,.500,.500,1,4,.250,7,6,13,0,0,5,5,11,11,
