Highlight,Unnamed: 1,In Stathead
"Career high, Points",42.0,View full stats from top 20 games
"Career high, Rebounds",17.0,View full stats from top 20 games
"Career high, Assists",14.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",8.0,View full stats from top 20 games
"Career high, Game Score",34.5,View full stats from top 20 games
Triple-Doubles,5.0,View all
