Season,Team,Lg,Salary
2010-11,Miami Heat,NBA,"$473,604"
2011-12,Miami Heat,NBA,"$762,195"
2012-13,Memphis Grizzlies,NBA,"$854,389"
Career,(may be incomplete),,"$2,090,188"
