Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2000-01,21,MIL,NBA,C,1.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.021,-3.7,-1.8,-5.5,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03,23,MIL,NBA,C,4.0,3.0,33.0,4.5,1.0,0.0,0.0,7.5,28.6,18.3,4.2,0.0,4.6,50.0,2.9,0.0,0.0,0.1,0.083,-5.8,2.4,-3.4,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,29,POR,NBA,C,6.0,6.0,162.0,15.4,0.557,0.0,0.333,13.6,21.3,17.1,7.8,1.4,6.3,12.7,7.4,0.3,0.2,0.5,0.148,1.1,2.4,3.5,0.2,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,9.0,197.0,13.5,0.578,0.0,0.316,12.4,22.3,17.1,7.1,1.2,6.0,15.6,6.6,0.3,0.2,0.6,0.135,-0.1,2.3,2.2,0.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,67.0,1469.0,13.5,0.578,0.0,0.316,12.4,22.3,17.1,7.1,1.2,6.0,15.6,6.6,2.4,1.7,4.1,0.135,-0.1,2.3,2.2,1.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,5.0,3.0,35.0,4.3,1.0,0.0,0.0,7.0,27.0,17.2,4.0,0.0,4.3,50.0,2.7,0.0,0.0,0.1,0.077,-5.7,2.2,-3.5,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,6.0,6.0,162.0,15.4,0.557,0.0,0.333,13.6,21.3,17.1,7.8,1.4,6.3,12.7,7.4,0.3,0.2,0.5,0.148,1.1,2.4,3.5,0.2,
