"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2000-01,21.0,MIL,NBA,1:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03,23.0,MIL,NBA,12:36,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,4.0,2.0,2.5
2008-09,29.0,POR,NBA,38:05,4.0,8.0,0.0,0.0,4.0,8.0,2.0,4.0,6.0,7.0,12.0,4.0,2.0,5.0,2.0,5.0,8.0,10.3
Career,,,,38:05,4.0,8.0,0.0,0.0,4.0,8.0,2.0,4.0,6.0,7.0,12.0,4.0,2.0,5.0,2.0,5.0,8.0,10.3
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,MIL,NBA,12:36,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,4.0,2.0,2.5
1 Season,,POR,NBA,38:05,4.0,8.0,0.0,0.0,4.0,8.0,2.0,4.0,6.0,7.0,12.0,4.0,2.0,5.0,2.0,5.0,8.0,10.3
