"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2000-01,21,MIL,NBA,ECF,PHI,L (3-4),1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03,23,MIL,NBA,EC1,NJN,L (2-4),4.0,8.0,0.5,2.5,0.3,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,8.0,10.0,1.0,0.0,2.0,1.0,11.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,29,POR,NBA,WC1,HOU,L (2-4),6.0,27.0,3.8,7.3,1.3,0.7,2.0,10.0,18.0,0.556,0.0,0.0,10.0,18.0,0.556,0.556,3.0,6.0,0.5,19.0,25.0,44.0,8.0,4.0,12.0,3.0,21.0,23.0,
3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),0-3,11.0,17.8,2.3,4.9,0.8,0.4,1.3,11.0,19.0,0.579,0.0,0.0,11.0,19.0,0.579,0.579,3.0,6.0,0.5,21.0,33.0,54.0,9.0,4.0,14.0,4.0,32.0,25.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,6.0,27.0,3.8,7.3,1.3,0.7,2.0,10.0,18.0,0.556,0.0,0.0,10.0,18.0,0.556,0.556,3.0,6.0,0.5,19.0,25.0,44.0,8.0,4.0,12.0,3.0,21.0,23.0,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,4.0,8.0,0.5,2.5,0.3,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,8.0,10.0,1.0,0.0,2.0,1.0,11.0,2.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
