Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,23,GSW,NBA,C,12.0,3.0,11.2,0.5,1.1,0.462,0.0,0.0,0.5,1.1,0.462,0.462,1.0,1.8,0.571,1.1,1.4,2.5,0.2,0.3,0.6,1.0,2.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,25,GSW,NBA,C,20.0,0.0,9.2,1.4,2.5,0.54,0.0,0.0,1.4,2.5,0.54,0.54,0.8,1.5,0.552,1.2,1.9,3.1,0.3,0.1,0.5,0.6,1.3,3.5,
2015-16,26,GSW,NBA,C,23.0,1.0,8.8,1.6,3.0,0.536,0.0,0.0,1.6,3.0,0.536,0.536,0.8,1.9,0.432,1.0,1.7,2.7,0.3,0.0,0.3,0.6,1.5,4.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,55.0,4.0,9.5,1.3,2.4,0.53,0.0,0.0,1.3,2.4,0.53,0.53,0.9,1.7,0.5,1.1,1.7,2.8,0.3,0.1,0.4,0.7,1.5,3.4,
