"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2002-03,24,LAC,NBA,C,52,7,802,.495,4.7,1.000,.468,.376,.124,.032,.000,.495,.609,.429,.348,.167,,.478,.156,26,,0,0,
2003-04,25,LAC,NBA,PF,42,2,510,.431,6.2,.993,.327,.431,.170,.065,.007,.434,.580,.394,.346,.200,.000,.394,.092,13,.000,0,0,
2004-05,26,CHA,NBA,PF,79,17,1649,.432,6.3,1.000,.302,.508,.112,.078,.000,.432,.604,.386,.288,.268,,.480,.049,23,,0,0,
2005-06,27,CHA,NBA,PF,57,22,1348,.508,5.5,.995,.313,.593,.054,.035,.005,.511,.594,.496,.348,.267,.000,.481,.087,29,.000,1,0,
2006-07,28,2TM,NBA,PF,30,0,309,.363,7.1,1.000,.275,.525,.150,.050,.000,.363,.500,.214,.583,.500,,.655,.063,5,,0,0,
2006-07,28,CHA,NBA,PF,24,0,244,.383,5.5,1.000,.317,.550,.100,.033,.000,.383,.526,.242,.667,.500,,.696,.067,4,,0,0,
2006-07,28,SAS,NBA,C,6,0,65,.300,8.8,1.000,.150,.450,.300,.100,.000,.300,.333,.111,.500,.500,,.500,.050,1,,0,0,
2007-08,29,NOH,NBA,C,52,1,621,.472,6.9,1.000,.322,.406,.172,.100,.000,.472,.586,.397,.484,.389,,.506,.094,14,,0,0,
2008-09,30,NOH,NBA,C,31,4,373,.389,6.1,1.000,.432,.274,.221,.074,.000,.389,.561,.192,.286,.429,,.568,.137,11,,0,0,
2009-10,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived
2010-11,32,DEN,NBA,C,30,2,366,.549,4.5,1.000,.588,.275,.078,.059,.000,.549,.667,.429,.250,.333,,.571,.098,5,,0,0,
2011-12,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,35,NOP,NBA,C,2,0,27,.500,6.1,1.000,.167,.833,.000,.000,.000,.500,1.000,.400,,,,1.000,.167,1,,0,0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,375,55,6005,.460,6.1,.998,.341,.479,.117,.061,.002,.461,.596,.411,.357,.298,.000,.492,.086,127,.000,1,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,12,1313,.460,6.1,.998,.341,.479,.117,.061,.002,.461,.596,.411,.357,.298,.000,.492,.086,28,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),CHA (3 Yrs),,160,39,3241,.461,5.7,.998,.308,.546,.087,.057,.002,.462,.595,.428,.330,.276,.000,.491,.066,56,.000,1,0,
NOH (3 Yrs),NOH (3 Yrs),NOH (3 Yrs),NOH (3 Yrs),,85,5,1021,.445,6.4,1.000,.356,.370,.185,.089,.000,.445,.580,.346,.404,.400,,.536,.110,26,,0,0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,94,9,1312,.466,5.4,.997,.404,.401,.145,.047,.003,.467,.599,.412,.347,.188,.000,.443,.127,39,.000,0,0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,30,2,366,.549,4.5,1.000,.588,.275,.078,.059,.000,.549,.667,.429,.250,.333,,.571,.098,5,,0,0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,6,0,65,.300,8.8,1.000,.150,.450,.300,.100,.000,.300,.333,.111,.500,.500,,.500,.050,1,,0,0,
