"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2012-13,24,IND,NBA,C,14.0,0.0,55.0,0.238,7.4,1.0,0.333,0.429,0.19,0.048,0.0,0.238,0.429,0.222,0.0,0.0,0.4,0.143,2.0,0.0,0.0,
2013-14,25,PHO,NBA,C,80.0,79.0,1964.0,0.517,4.5,1.0,0.515,0.376,0.081,0.027,0.0,0.517,0.691,0.341,0.311,0.267,0.591,0.221,103.0,0.0,0.0,
2014-15,26,2TM,NBA,C,73.0,28.0,1194.0,0.535,3.0,1.0,0.61,0.291,0.087,0.012,0.0,0.535,0.639,0.365,0.364,0.667,0.654,0.193,43.0,0.0,0.0,
2014-15,26,PHO,NBA,C,54.0,28.0,1005.0,0.549,3.4,1.0,0.6,0.297,0.087,0.015,0.0,0.549,0.65,0.379,0.412,0.667,0.607,0.185,33.0,0.0,0.0,
2014-15,26,MIL,NBA,C,19.0,0.0,189.0,0.492,2.6,1.0,0.644,0.271,0.085,0.0,0.0,0.492,0.605,0.313,0.2,,0.828,0.22,10.0,0.0,0.0,
2015-16,27,MIL,NBA,C,61.0,14.0,870.0,0.601,2.6,1.0,0.687,0.258,0.043,0.013,0.0,0.601,0.638,0.55,0.5,0.0,0.75,0.305,64.0,0.0,0.0,
2016-17,28,2TM,NBA,C,45.0,12.0,484.0,0.478,2.9,1.0,0.598,0.348,0.054,0.0,0.0,0.478,0.564,0.375,0.2,,0.864,0.261,19.0,0.0,0.0,
2016-17,28,MIL,NBA,C,32.0,12.0,310.0,0.441,3.3,1.0,0.574,0.368,0.059,0.0,0.0,0.441,0.538,0.32,0.25,,0.9,0.25,13.0,0.0,0.0,
2016-17,28,CHO,NBA,C,13.0,0.0,174.0,0.583,2.5,1.0,0.667,0.292,0.042,0.0,0.0,0.583,0.625,0.571,0.0,,0.786,0.292,6.0,0.0,0.0,
2017-18,29,ATL,NBA,C,55.0,35.0,918.0,0.583,3.0,1.0,0.65,0.267,0.061,0.022,0.0,0.583,0.709,0.333,0.455,0.25,0.781,0.35,55.0,0.0,0.0,
2018-19,30,ATL,NBA,C,18.0,0.0,173.0,0.667,3.4,1.0,0.708,0.188,0.083,0.021,0.0,0.667,0.735,0.667,0.25,0.0,0.625,0.417,14.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,346.0,168.0,5658.0,0.542,3.6,1.0,0.589,0.319,0.073,0.02,0.0,0.542,0.664,0.38,0.337,0.259,0.675,0.255,300.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,40.0,1341.0,0.542,3.6,1.0,0.589,0.319,0.073,0.02,0.0,0.542,0.664,0.38,0.337,0.259,0.675,0.255,71.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,112.0,26.0,1369.0,0.553,2.8,1.0,0.658,0.281,0.053,0.008,0.0,0.553,0.616,0.455,0.368,0.0,0.784,0.281,87.0,0.0,0.0,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,134.0,107.0,2969.0,0.525,4.0,1.0,0.537,0.356,0.083,0.024,0.0,0.525,0.679,0.35,0.339,0.333,0.595,0.211,136.0,0.0,0.0,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,73.0,35.0,1091.0,0.601,3.2,1.0,0.662,0.25,0.066,0.022,0.0,0.601,0.715,0.386,0.4,0.2,0.745,0.364,69.0,0.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,14.0,0.0,55.0,0.238,7.4,1.0,0.333,0.429,0.19,0.048,0.0,0.238,0.429,0.222,0.0,0.0,0.4,0.143,2.0,0.0,0.0,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,13.0,0.0,174.0,0.583,2.5,1.0,0.667,0.292,0.042,0.0,0.0,0.583,0.625,0.571,0.0,,0.786,0.292,6.0,0.0,0.0,
