Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2022-23,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2023-24,23,NOP,NBA,PF,8,0,23,4.3,.291,.833,.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,
2024-25,24,CHI,NBA,PF,12,0,53,11.1,.661,.667,.133,6.0,11.7,8.9,7.6,0.9,1.6,11.2,14.1,0.1,0.0,0.1,.108,-2.7,-1.4,-4.1,0.0,
2025-26,25,BRK,NBA,PF,7,0,32,11.7,.526,.667,.250,10.1,23.2,16.2,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,.057,-1.6,-4.7,-6.3,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,27,0,108,9.8,.540,.697,.212,6.0,17.7,11.7,4.8,1.3,2.6,10.0,15.8,0.0,0.1,0.1,.051,-3.7,-1.2,-4.9,-0.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,328,9.8,.540,.697,.212,6.0,17.7,11.7,4.8,1.3,2.6,10.0,15.8,0.0,0.3,0.3,.051,-3.7,-1.2,-4.9,-0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,12,0,53,11.1,.661,.667,.133,6.0,11.7,8.9,7.6,0.9,1.6,11.2,14.1,0.1,0.0,0.1,.108,-2.7,-1.4,-4.1,0.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,8,0,23,4.3,.291,.833,.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,7,0,32,11.7,.526,.667,.250,10.1,23.2,16.2,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,.057,-1.6,-4.7,-6.3,0.0,
