Season,Team,Lg,Salary
2007-08,Washington Wizards,NBA,"$1,491,240"
2008-09,Washington Wizards,NBA,"$1,602,960"
2009-10,Washington Wizards,NBA,"$1,714,800"
2010-11,Washington Wizards,NBA,"$2,630,503"
2011-12,Washington Wizards,NBA,"$3,695,857"
2012-13,Philadelphia 76ers,NBA,"$5,600,000"
2013-14,Los Angeles Lakers,NBA,"$1,106,942"
2014-15,Los Angeles Lakers,NBA,"$4,994,420"
2015-16,Los Angeles Lakers,NBA,"$5,219,169"
2016-17,Los Angeles Lakers,NBA,"$5,443,918"
2017-18,Golden State Warriors,NBA,"$5,192,000"
2018-19,Denver Nuggets,NBA,"$311,070"
Career,(may be incomplete),,"$39,002,879"
