Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2002-03,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2003-04,25,SAC,NBA,PF,73,7,976,7.0,14.5,.487,0.0,0.0,,7.0,14.5,.487,.487,3.8,4.7,.807,4.8,7.1,11.9,2.5,2.2,0.6,2.3,6.7,17.9,112,104,
2004-05,26,SAC,NBA,PF,81,21,1668,7.9,15.1,.527,0.0,0.1,.000,7.9,15.0,.530,.527,2.9,3.4,.847,3.9,6.8,10.6,3.5,1.6,0.6,2.2,6.4,18.8,116,108,
2005-06,27,CHI,NBA,PF,62,7,1329,9.2,19.1,.481,0.1,0.2,.400,9.1,18.9,.481,.483,3.7,4.5,.817,3.0,6.6,9.6,3.4,1.4,0.6,3.3,6.1,22.1,102,104,
2006-07,28,WAS,NBA,PF,37,1,700,8.6,16.4,.524,0.0,0.1,.000,8.6,16.3,.529,.524,3.4,3.9,.852,3.2,6.6,9.8,2.8,1.2,0.7,3.1,7.7,20.6,109,111,
2007-08,29,WAS,NBA,C,80,13,1554,7.4,16.1,.458,0.0,0.1,.000,7.4,16.1,.460,.458,2.3,2.5,.918,2.8,6.6,9.4,4.7,1.8,0.6,3.0,6.2,17.1,102,110,
2008-09,30,WAS,NBA,C,77,29,1521,8.4,15.9,.532,0.0,0.0,.000,8.4,15.8,.533,.532,2.8,3.1,.889,2.6,5.3,7.9,3.3,2.2,0.7,2.6,6.9,19.6,111,113,
2009-10,31,NOH,NBA,C,75,1,1410,8.9,17.9,.494,0.0,0.2,.167,8.8,17.7,.498,.495,2.2,2.7,.811,2.2,6.4,8.5,2.6,2.3,0.5,3.0,7.6,20.0,99,109,
2010-11,32,PHI,NBA,C,10,0,71,5.2,11.1,.467,0.0,0.0,,5.2,11.1,.467,.467,1.5,2.9,.500,1.5,5.9,7.4,1.5,0.0,0.0,2.9,11.8,11.8,85,110,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,495,79,9229,8.2,16.4,.499,0.0,0.1,.158,8.2,16.3,.501,.499,2.9,3.4,.844,3.1,6.4,9.5,3.3,1.8,0.6,2.7,6.8,19.3,107,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,194,43,3775,8.0,16.1,.500,0.0,0.1,.000,8.0,16.0,.503,.500,2.7,3.0,.889,2.8,6.0,8.8,3.7,1.9,0.6,2.8,6.8,18.8,107,112,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,154,28,2644,7.6,14.9,.512,0.0,0.1,.000,7.6,14.8,.515,.512,3.2,3.9,.829,4.2,6.9,11.1,3.2,1.8,0.6,2.2,6.5,18.5,114,107,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,75,1,1410,8.9,17.9,.494,0.0,0.2,.167,8.8,17.7,.498,.495,2.2,2.7,.811,2.2,6.4,8.5,2.6,2.3,0.5,3.0,7.6,20.0,99,109,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,62,7,1329,9.2,19.1,.481,0.1,0.2,.400,9.1,18.9,.481,.483,3.7,4.5,.817,3.0,6.6,9.6,3.4,1.4,0.6,3.3,6.1,22.1,102,104,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,10,0,71,5.2,11.1,.467,0.0,0.0,,5.2,11.1,.467,.467,1.5,2.9,.500,1.5,5.9,7.4,1.5,0.0,0.0,2.9,11.8,11.8,85,110,
