Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2021-22,22,TOR,NBA,PG,4,0,8,2,2,1.0,0,0,2,2,1.0,1.0,3,6,0.5,2,0,2,1,1,0,1,0,7,0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,8,2,2,1.0,0,0,2,2,1.0,1.0,3,6,0.5,2,0,2,1,1,0,1,0,7,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,164,41,41,1.0,0,0,41,41,1.0,1.0,62,123,0.5,41,0,41,21,21,0,21,0,144,0,
