Season,Team,Lg,Salary
2021-22,Toronto Raptors,NBA,"$925,258"
2022-23,Toronto Raptors,NBA,"$1,563,518"
2023-24,Portland Trail Blazers,NBA,"$2,019,706"
2024-25,Portland Trail Blazers,NBA,"$2,196,970"
Career,(may be incomplete),,"$6,705,452"
