Season,Team,Lg,Salary
2003-04,Washington Wizards,NBA,"$366,931"
2004-05,Washington Wizards,NBA,"$620,046"
2005-06,Portland Trail Blazers,NBA,"$1,000,000"
2006-07,Denver Nuggets,NBA,"$1,330,000"
2007-08,Portland Trail Blazers,NBA,"$4,250,000"
2008-09,Portland Trail Blazers,NBA,"$4,250,000"
2009-10,Los Angeles Clippers,NBA,"$4,930,000"
2010-11,Los Angeles Lakers,NBA,"$4,000,000"
2011-12,Los Angeles Lakers,NBA,"$4,000,000"
2012-13,Los Angeles Lakers,NBA,"$4,000,000"
2013-14,Los Angeles Lakers,NBA,"$4,000,000"
2014-15,Portland Trail Blazers,NBA,"$2,077,000"
2015-16,Detroit Pistons,NBA,"$2,170,465"
Career,(may be incomplete),,"$36,994,442"
