"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2016-17,24,UTA,NBA,PG,9.0,0.0,60.0,0.615,0.714,0.5,0.731,1.0,0.779,0.308,0.462,135.0,142.0,140.0,142.0,130.0,141.0,114.0,146.0,
2017-18,25,UTA,NBA,PG,8.0,0.0,72.0,0.304,0.313,0.286,0.348,1.0,0.417,0.217,0.304,66.0,61.0,79.0,67.0,130.0,75.0,86.0,90.0,
2018-19,26,UTA,NBA,PG,3.0,0.0,20.0,0.167,0.2,0.0,0.167,,0.167,0.0,0.167,36.0,38.0,0.0,32.0,,30.0,0.0,46.0,
2019-20,27,PHI,NBA,PG,2.0,0.0,26.0,0.333,0.25,0.4,0.444,,0.444,0.0,0.556,72.0,48.0,112.0,84.0,,79.0,0.0,145.0,
2020-21,28,WAS,NBA,PG,5.0,3.0,112.0,0.353,0.421,0.267,0.412,0.8,0.442,0.147,0.441,76.0,79.0,73.0,77.0,103.0,77.0,60.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,30,CLE,NBA,PG,2.0,0.0,7.0,0.0,,0.0,0.0,0.5,0.266,2.0,1.0,0.0,,0.0,0.0,64.0,46.0,751.0,258.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,29.0,3.0,297.0,0.36,0.392,0.314,0.424,0.875,0.468,0.186,0.407,78.0,76.0,87.0,81.0,113.0,83.0,73.0,112.0,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),,20.0,0.0,152.0,0.381,0.393,0.357,0.44,1.0,0.5,0.214,0.333,83.0,77.0,99.0,85.0,130.0,90.0,82.0,101.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,3.0,112.0,0.353,0.421,0.267,0.412,0.8,0.442,0.147,0.441,76.0,79.0,73.0,77.0,103.0,77.0,60.0,113.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2.0,0.0,7.0,0.0,,0.0,0.0,0.5,0.266,2.0,1.0,0.0,,0.0,0.0,64.0,46.0,751.0,258.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,2.0,0.0,26.0,0.333,0.25,0.4,0.444,,0.444,0.0,0.556,72.0,48.0,112.0,84.0,,79.0,0.0,145.0,
