Season,Team,Lg,Salary
2011-12,Sacramento Kings,NBA,"$473,604"
2012-13,Sacramento Kings,NBA,"$762,195"
2013-14,Sacramento Kings,NBA,"$884,293"
2014-15,Boston Celtics,NBA,"$7,238,606"
2015-16,Boston Celtics,NBA,"$6,912,869"
2016-17,Boston Celtics,NBA,"$6,587,132"
2017-18,Los Angeles Lakers,NBA,"$6,261,395"
2018-19,Denver Nuggets,NBA,"$2,029,463"
2019-20,Los Angeles Clippers,NBA,"$2,320,044"
2020-21,New Orleans Pelicans,NBA,"$110,998"
2021-22,Charlotte Hornets,NBA,"$552,077"
2021-22,Dallas Mavericks,NBA,"$138,019"
2021-22,Los Angeles Lakers,NBA,"$138,019"
2023-24,Phoenix Suns,NBA,"$116,075"
2023-24,Phoenix Suns,NBA,"$116,075"
2023-24,Phoenix Suns,NBA,"$69,645"
Career,(may be incomplete),,"$34,710,509"
