Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,21,BOS,NBA,SF,5.0,0.0,75.0,3.5,0.424,0.778,0.111,2.9,18.0,10.0,1.8,0.7,1.3,9.6,11.8,-0.1,-0.1,-0.1,-0.082,-4.9,-2.1,-7.0,-0.1,
2021-22,22,BOS,NBA,SF,15.0,0.0,52.0,8.9,0.32,0.647,0.235,9.0,23.0,16.2,8.4,1.9,7.0,5.1,17.1,-0.1,0.1,0.0,0.026,-4.5,2.7,-1.7,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,24,IND,NBA,SF,17.0,17.0,559.0,9.6,0.566,0.56,0.262,4.1,13.4,8.8,8.1,1.0,1.5,12.8,14.6,0.4,0.2,0.6,0.049,-2.6,-0.6,-3.2,-0.2,
2024-25,25,IND,NBA,SF,23.0,23.0,650.0,14.3,0.639,0.575,0.17,5.1,17.4,11.6,5.8,1.5,2.5,9.2,17.1,1.0,0.7,1.7,0.125,0.8,1.0,1.7,0.6,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,60.0,40.0,1336.0,11.5,0.588,0.582,0.204,4.7,15.9,10.5,6.7,1.3,2.2,10.4,15.7,1.2,0.9,2.2,0.077,-1.1,0.2,-1.0,0.3,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,55.0,1826.0,11.5,0.588,0.582,0.204,4.7,15.9,10.5,6.7,1.3,2.2,10.4,15.7,1.7,1.3,2.9,0.077,-1.1,0.2,-1.0,0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,40.0,40.0,1209.0,12.1,0.609,0.569,0.207,4.6,15.5,10.3,6.9,1.3,2.0,10.7,15.9,1.4,0.9,2.3,0.09,-0.8,0.2,-0.5,0.4,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,20.0,0.0,127.0,5.7,0.372,0.714,0.171,5.4,20.0,12.6,4.5,1.2,3.6,7.4,14.0,-0.2,0.1,-0.1,-0.038,-4.7,-0.1,-4.9,-0.1,
