Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,21,DAL,NBA,PF,3,0,9,0.0,11.6,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,17.3,17.3,5.8,0.0,0.0,0.0,0.0,0.0,34,110,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,9,0.0,11.6,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,17.3,17.3,5.8,0.0,0.0,0.0,0.0,0.0,34,110,
