"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2004-05,22,CHA,NBA,PF,73,73,2600,.447,7.9,.999,.356,.228,.246,.168,.001,.447,.650,.358,.308,.343,.000,.694,.090,86,.000,0,0,"ROY-1,DPOY-21"
2005-06,23,CHA,NBA,PF,26,25,874,.415,7.1,1.000,.392,.263,.212,.133,.000,.415,.621,.337,.299,.143,,.664,.089,27,,0,0,
2006-07,24,CHA,NBA,C,67,65,2329,.532,4.6,1.000,.526,.296,.141,.038,.000,.532,.663,.416,.337,.357,,.673,.157,108,,0,0,DPOY-11
2007-08,25,CHA,NBA,C,82,82,2718,.535,4.4,1.000,.502,.343,.141,.014,.000,.535,.671,.427,.298,.667,,.711,.162,123,,0,0,
2008-09,26,CHA,NBA,C,82,81,2691,.561,3.8,1.000,.605,.238,.130,.027,.000,.561,.685,.375,.380,.286,,.737,.192,135,,0,0,
2009-10,27,NOH,NBA,C,82,82,2370,.530,4.2,1.000,.570,.271,.137,.021,.000,.530,.652,.382,.356,.286,,.675,.145,85,,0,0,
2010-11,28,NOH,NBA,C,72,72,2287,.573,3.7,.998,.573,.372,.050,.004,.002,.574,.710,.400,.308,.500,.000,.697,.181,84,.000,0,0,
2011-12,29,NOH,NBA,C,27,27,781,.533,7.7,1.000,.224,.430,.313,.033,.000,.533,.750,.489,.448,.429,,.684,.056,11,,0,0,
2012-13,30,WAS,NBA,C,79,77,2052,.477,8.0,1.000,.282,.354,.247,.116,.000,.477,.691,.428,.371,.338,,.680,.082,54,,0,0,
2013-14,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
