Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2014-15,20,MIL,NBA,PG,1,0,16,6.4,29.0,0.222,3.2,16.1,0.2,3.2,12.9,0.25,0.278,0.0,0.0,9.7,3.2,12.9,9.7,0.0,0.0,0.0,3.2,16.1,87,114,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,16,6.4,29.0,0.222,3.2,16.1,0.2,3.2,12.9,0.25,0.278,0.0,0.0,9.7,3.2,12.9,9.7,0.0,0.0,0.0,3.2,16.1,87,114,
