Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2008-09,19,UTA,NBA,C,48.0,7.0,565.0,15.2,0.54,0.0,0.276,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,0.6,0.7,1.3,0.112,-1.3,-0.1,-1.4,0.1,
2009-10,20,UTA,NBA,C,36.0,0.0,172.0,7.7,0.494,0.0,0.319,11.3,19.4,15.5,5.1,0.6,1.9,21.9,17.9,-0.2,0.2,0.0,0.014,-5.3,-1.2,-6.5,-0.2,
2010-11,21,2TM,NBA,C,50.0,2.0,434.0,12.6,0.474,0.013,0.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,0.027,-3.9,-1.6,-5.5,-0.4,
2010-11,21,MIN,NBA,C,39.0,1.0,336.0,10.4,0.447,0.019,0.222,13.5,18.7,16.0,3.2,1.2,4.5,17.4,18.2,-0.3,0.3,0.0,-0.004,-4.7,-1.2,-5.9,-0.3,
2010-11,21,DEN,NBA,C,11.0,1.0,98.0,20.3,0.536,0.0,0.452,18.2,20.6,19.4,0.0,1.0,3.9,10.6,25.6,0.1,0.1,0.3,0.133,-1.3,-2.8,-4.1,-0.1,
2011-12,22,DEN,NBA,C,48.0,24.0,792.0,17.3,0.608,0.0,0.286,14.4,23.3,19.0,2.9,1.5,4.1,13.2,14.0,1.7,1.0,2.7,0.163,0.5,0.4,0.9,0.6,
2012-13,23,DEN,NBA,C,81.0,81.0,1817.0,17.2,0.585,0.002,0.205,13.3,21.2,17.3,2.6,1.2,4.4,8.7,14.5,3.9,2.5,6.5,0.171,0.2,0.4,0.6,1.2,
2013-14,24,MEM,NBA,C,80.0,22.0,1349.0,16.5,0.514,0.0,0.203,14.0,22.7,18.4,4.7,1.3,4.4,11.8,19.4,1.3,2.2,3.5,0.124,-1.5,0.1,-1.5,0.2,
2014-15,25,MEM,NBA,C,81.0,3.0,1348.0,14.2,0.53,0.0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,0.8,2.5,3.3,0.118,-2.0,0.7,-1.2,0.2,
2015-16,26,SAC,NBA,C,78.0,14.0,1482.0,15.1,0.54,0.0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,2.1,1.4,3.5,0.113,-1.3,-0.6,-2.0,0.0,
2016-17,27,SAC,NBA,C,71.0,62.0,1419.0,13.8,0.56,0.003,0.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.089,-2.1,-0.4,-2.5,-0.2,
2017-18,28,SAC,NBA,C,71.0,12.0,1391.0,17.5,0.566,0.0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.134,-0.2,-0.2,-0.4,0.6,
2018-19,29,SAC,NBA,C,42.0,1.0,502.0,12.3,0.477,0.0,0.157,10.4,26.3,18.2,9.5,1.4,3.1,14.2,15.7,0.0,0.7,0.7,0.063,-3.6,0.2,-3.4,-0.2,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,686.0,228.0,11271.0,15.4,0.545,0.001,0.217,12.1,22.7,17.4,4.9,1.3,3.7,11.8,16.0,13.5,14.7,28.3,0.12,-1.3,0.0,-1.3,2.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,27.0,1347.0,15.4,0.545,0.001,0.217,12.1,22.7,17.4,4.9,1.3,3.7,11.8,16.0,1.6,1.8,3.4,0.12,-1.3,0.0,-1.3,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),,262.0,89.0,4794.0,15.1,0.546,0.001,0.192,11.2,23.3,17.1,6.4,1.4,3.0,11.0,15.4,5.6,5.1,10.7,0.107,-1.5,-0.3,-1.8,0.3,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,140.0,106.0,2707.0,17.3,0.588,0.001,0.24,13.8,21.8,17.9,2.6,1.3,4.3,10.1,14.8,5.7,3.7,9.5,0.168,0.3,0.3,0.5,1.7,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,161.0,25.0,2697.0,15.3,0.521,0.0,0.218,12.2,24.2,18.2,4.5,1.2,4.1,13.2,17.6,2.1,4.7,6.8,0.121,-1.8,0.4,-1.4,0.4,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,84.0,7.0,737.0,13.4,0.531,0.0,0.284,10.7,18.8,14.8,5.5,1.0,3.8,13.6,18.4,0.4,1.0,1.4,0.089,-2.2,-0.3,-2.6,-0.1,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,39.0,1.0,336.0,10.4,0.447,0.019,0.222,13.5,18.7,16.0,3.2,1.2,4.5,17.4,18.2,-0.3,0.3,0.0,-0.004,-4.7,-1.2,-5.9,-0.3,
