0
2012-13 NBA 5.9 (12th)
2013-14 NBA 6.3 (5th)
2015-16 NBA 5.5 (16th)
2017-18 NBA 5.4 (11th)
Career 5.4 (64th)
Career NBA 5.4 (63rd)
Career Playoffs 6.7 (14th)
Career NBA Playoffs 6.7 (14th)
